20,[E.19],Fugas de información,1,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,10
21,[E.15],Alteración accidental de la información,2,17.2.1,Disponibilidad de los recursos de tratamiento de la información,29
21,[E.15],Alteración accidental de la información,2,11.2.8,Equipo de usuario desatendido,29
22,[I.10],Degradación de los soportes de almacenamiento de la información,4,9.4.3,Sistema de gestión de contraseñas,21
23,[A.9],[Re-]encaminamiento de mensajes,2,9.1.2,Acceso a las redes y a los servicios de red,10
24,[A.18],Destrucción de información,1,12.4.3,Registros de administración y operación,5
24,[A.18],Destrucción de información,1,9.4.3,Sistema de gestión de contraseñas,5
25,[A.22],Manipulación de programas,2,8.1.3,Uso aceptable de los activos,19
26,[E.2],Errores del administrador,2,8.1.1,Inventario de activos,23
27,[A.27],Ocupación enemiga,1,8.3.2,Eliminación de soportes,19
28,[A.14],Interceptación de información (escucha),0,18.2.2,Cumplimiento de las políticas y normas de seguridad,19
29,[E.25],Pérdida de equipos,0,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,17
30,[E.1],Errores de los usuarios,0,11.1.4,Protección contra las amenazas externas y ambientales,13
31,[A.15],Modificación deliberada de la información,3,13.1.2,Seguridad de los servicios de red,25
32,[A.9],[Re-]encaminamiento de mensajes,3,8.2.3,Manipulado de la información,44
33,[A.30],Ingeniería social (picaresca),4,11.2.4,Mantenimiento de los equipos,19
34,[A.29],Extorsión,2,17.1.1,Planificación de la continuidad de la seguridad de la información,43
35,[A.10],Alteración de secuencia,1,8.2.3,Manipulado de la información,13
36,[A.27],Ocupación enemiga,4,17.2.1,Disponibilidad de los recursos de tratamiento de la información,23
37,[A.3],Manipulación de los registros de actividad (log),2,8.1.3,Uso aceptable de los activos,46
38,[A.30],Ingeniería social (picaresca),3,8.1.3,Uso aceptable de los activos,29
39,[I.10],Degradación de los soportes de almacenamiento de la información,2,9.2.5,Revisión de los derechos de acceso de usuario,22
40,[E.28],Indisponibilidad del personal,3,12.1.3,Gestión de capacidades,18
41,[A.19],Divulgación de información,1,9.2.2,Provisión de acceso de usuario,14
42,[E.25],Pérdida de equipos,4,9.2.6,Retirada o reasignación de los derechos de acceso,40
43,[A.22],Manipulación de programas,0,14.2.4,Restricciones a los cambios en los paquetes de software,28
44,[E.1],Errores de los usuarios,1,8.3.3,Soportes físicos en tránsito,40
45,[A.29],Extorsión,2,14.1.3,Protección de las transacciones de servicios de aplicaciones,36
46,[E.3],Errores de monitorización (log),3,11.2.4,Mantenimiento de los equipos,46
46,[E.3],Errores de monitorización (log),3,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,46
47,[E.25],Pérdida de equipos,1,12.5.1,Instalación del software en explotación,1
48,[A.4],Manipulación de la configuración,1,9.4.4,Uso de utilidades con privilegios del sistema,44
49,[I.10],Degradación de los soportes de almacenamiento de la información,2,12.1.4,Separación de los recursos de desarrollo, prueba y operación,12
50,[A.9],[Re-]encaminamiento de mensajes,1,11.1.5,El trabajo en áreas seguras,36
51,[E.7],Deficiencias en la organización,2,12.4.4,Sincronización del reloj,37
52,[E.1],Errores de los usuarios,4,11.2.8,Equipo de usuario desatendido,44
53,[A.7],Uso no previsto,2,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,32
54,[A.13],Repudio,1,11.1.1,Perímetro de seguridad física,32
55,[A.5],Suplantación de la identidad del usuario,0,14.2.7,Externalización del desarrollo de software,33
56,[A.19],Divulgación de información,0,6.1.3,Contacto con las autoridades,35
56,[A.19],Divulgación de información,0,14.2.5,Principios de ingeniería de sistemas seguros,35
57,[E.24],Caída del sistema por agotamiento de recursos,0,7.2.1,Responsabilidades de gestión,3
58,[E.8],Difusión de software dañino,3,14.2.5,Principios de ingeniería de sistemas seguros,13
59,[A.22],Manipulación de programas,1,14.2.1,Política de desarrollo seguro,25
60,[I.10],Degradación de los soportes de almacenamiento de la información,1,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,0
61,[E.7],Deficiencias en la organización,0,9.1.2,Acceso a las redes y a los servicios de red,0
61,[E.7],Deficiencias en la organización,0,16.1.1,Responsabilidades y procedimientos,0
62,[E.25],Pérdida de equipos,0,10.1.2,Gestión de claves,10
63,[A.26],Ataque destructivo,0,6.1.3,Contacto con las autoridades,32
64,[A.30],Ingeniería social (picaresca),0,12.4.3,Registros de administración y operación,42
65,[E.19],Fugas de información,2,15.2.1,Control y revisión de la provisión de servicios del proveedor,21
66,[A.8],Difusión de software dañino,3,18.1.5,Regulación de los controles criptográficos,17
67,[A.10],Alteración de secuencia,0,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,37
68,[A.24],Denegación de servicio,3,5.1.1,Políticas para la seguridad de la información,26
69,[A.15],Modificación deliberada de la información,1,16.1.2,Notificación de los eventos de seguridad de la información,13
70,[E.9],Errores de [re-]encaminamiento,4,11.2.1,Emplazamiento y protección de equipos,11
71,[A.9],[Re-]encaminamiento de mensajes,0,17.2.1,Disponibilidad de los recursos de tratamiento de la información,44
72,[A.9],[Re-]encaminamiento de mensajes,4,13.1.1,Controles de red,6
73,[A.30],Ingeniería social (picaresca),2,9.4.4,Uso de utilidades con privilegios del sistema,34
74,[E.15],Alteración accidental de la información,4,18.1.5,Regulación de los controles criptográficos,44
74,[E.15],Alteración accidental de la información,4,12.4.4,Sincronización del reloj,44
75,[A.25],Robo,1,18.1.5,Regulación de los controles criptográficos,17
76,[A.9],[Re-]encaminamiento de mensajes,2,12.4.2,Protección de la información de registros,44
76,[A.9],[Re-]encaminamiento de mensajes,2,9.4.4,Uso de utilidades con privilegios del sistema,44
77,[E.20],Vulnerabilidades de los programas (software),4,14.2.2,Procedimientos de control de cambios en sistemas,14
78,[A.27],Ocupación enemiga,3,5.1.1,Políticas para la seguridad de la información,25
79,[A.7],Uso no previsto,4,8.1.1,Inventario de activos,15
80,[A.24],Denegación de servicio,2,16.1.2,Notificación de los eventos de seguridad de la información,7
80,[A.24],Denegación de servicio,2,9.1.2,Acceso a las redes y a los servicios de red,7
81,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,13.2.2,Acuerdos de intercambio de información,16
82,[A.5],Suplantación de la identidad del usuario,4,13.1.2,Seguridad de los servicios de red,9
82,[A.5],Suplantación de la identidad del usuario,4,13.2.1,Políticas y procedimientos de intercambio de información,9
83,[E.3],Errores de monitorización (log),0,6.1.1,Roles y responsabilidades en seguridad de la información,37
83,[E.3],Errores de monitorización (log),0,9.4.3,Sistema de gestión de contraseñas,37
84,[A.27],Ocupación enemiga,1,10.1.2,Gestión de claves,23
85,[A.24],Denegación de servicio,1,18.1.2,Derechos de propiedad intelectual (IPR),12
86,[E.9],Errores de [re-]encaminamiento,4,16.1.7,Recopilación de evidencias,21
87,[A.22],Manipulación de programas,2,15.2.1,Control y revisión de la provisión de servicios del proveedor,46
87,[A.22],Manipulación de programas,2,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,46
88,[E.21],Errores de mantenimiento / actualización de programas (software),4,12.2.1,Controles contra el código malicioso,30
89,[A.23],Manipulación de los equipos,4,18.1.5,Regulación de los controles criptográficos,11
90,[A.5],Suplantación de la identidad del usuario,4,11.2.4,Mantenimiento de los equipos,0
91,[A.18],Destrucción de información,2,11.2.2,Instalaciones de suministro,15
91,[A.18],Destrucción de información,2,12.3.1,Copias de seguridad de la información,15
92,[A.26],Ataque destructivo,1,9.3.1,Uso de la información secreta de autenticación,6
93,[A.18],Destrucción de información,4,7.2.1,Responsabilidades de gestión,24
94,[E.4],Errores de configuración,1,15.2.1,Control y revisión de la provisión de servicios del proveedor,41
95,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,11.2.6,Seguridad de los equipos fuera de las instalaciones,30
96,[A.18],Destrucción de información,3,16.1.1,Responsabilidades y procedimientos,9
97,[A.5],Suplantación de la identidad del usuario,2,5.1.1,Políticas para la seguridad de la información,19
98,[A.29],Extorsión,4,12.1.4,Separación de los recursos de desarrollo, prueba y operación,10
99,[A.12],Análisis de tráfico,3,12.1.3,Gestión de capacidades,15
100,[A.4],Manipulación de la configuración,3,13.1.2,Seguridad de los servicios de red,26
101,[E.15],Alteración accidental de la información,3,9.4.5,Control de acceso al código fuente de los programas,21
102,[E.20],Vulnerabilidades de los programas (software),4,11.1.6,Áreas de carga y descarga,30
102,[E.20],Vulnerabilidades de los programas (software),4,8.1.4,Devolución de activos,30
103,[A.28],Indisponibilidad del personal,1,11.1.3,Seguridad de oficinas, despachos y recursos,43
104,[E.2],Errores del administrador,2,11.1.6,Áreas de carga y descarga,37
105,[E.8],Difusión de software dañino,1,7.2.3,Proceso disciplinario,17
106,[E.25],Pérdida de equipos,0,7.1.1,Investigación de antecedentes,1
107,[I.10],Degradación de los soportes de almacenamiento de la información,1,8.2.1,Clasificación de la información,40
107,[I.10],Degradación de los soportes de almacenamiento de la información,1,16.1.1,Responsabilidades y procedimientos,40
108,[A.22],Manipulación de programas,3,16.1.7,Recopilación de evidencias,43
109,[A.8],Difusión de software dañino,4,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,10
110,[A.7],Uso no previsto,2,12.4.1,Registro de eventos,23
110,[A.7],Uso no previsto,2,9.4.3,Sistema de gestión de contraseñas,23
111,[E.8],Difusión de software dañino,1,9.2.4,Gestión de la información secreta de autenticación de los usuarios,41
112,[A.19],Divulgación de información,1,12.4.1,Registro de eventos,11
113,[A.22],Manipulación de programas,0,11.2.6,Seguridad de los equipos fuera de las instalaciones,11
114,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,6.2.2,Teletrabajo,8
115,[E.10],Errores de secuencia,2,16.1.1,Responsabilidades y procedimientos,37
116,[E.23],Errores de mantenimiento / actualización de equipos (hardware),1,9.4.5,Control de acceso al código fuente de los programas,25
117,[A.12],Análisis de tráfico,2,14.2.4,Restricciones a los cambios en los paquetes de software,3
118,[A.23],Manipulación de los equipos,3,8.3.3,Soportes físicos en tránsito,10
118,[A.23],Manipulación de los equipos,3,16.1.2,Notificación de los eventos de seguridad de la información,10
119,[A.4],Manipulación de la configuración,0,7.2.1,Responsabilidades de gestión,37
120,[A.29],Extorsión,1,9.2.1,Registro y baja de usuario,28
121,[A.24],Denegación de servicio,0,18.1.4,Protección y privacidad de la información de carácter personal,15
122,[A.4],Manipulación de la configuración,1,7.2.2,Concienciación, educación y capacitación en seguridad de la información,28
123,[E.1],Errores de los usuarios,2,18.1.3,Protección de los registros de la organización,46
123,[E.1],Errores de los usuarios,2,7.2.3,Proceso disciplinario,46
124,[E.24],Caída del sistema por agotamiento de recursos,3,6.1.5,Seguridad de la información en la gestión de proyectos,12
125,[E.7],Deficiencias en la organización,2,14.2.8,Pruebas funcionales de seguridad de sistemas,31
125,[E.7],Deficiencias en la organización,2,13.2.4,Acuerdos de confidencialidad o no revelación,31
126,[A.6],Abuso de privilegios de acceso,2,9.2.1,Registro y baja de usuario,2
127,[A.13],Repudio,2,16.1.3,Notificación de puntos débiles de la seguridad,15
127,[A.13],Repudio,2,18.1.3,Protección de los registros de la organización,15
128,[A.7],Uso no previsto,0,14.1.1,Análisis y especificación de los requisitos de seguridad,19
129,[E.10],Errores de secuencia,1,12.6.1,Gestión de las vulnerabilidades técnicas,24
130,[A.7],Uso no previsto,2,13.1.3,Segregación de las redes,15
131,[E.10],Errores de secuencia,4,16.1.1,Responsabilidades y procedimientos,18
132,[A.14],Interceptación de información (escucha),3,9.4.3,Sistema de gestión de contraseñas,7
133,[A.13],Repudio,1,15.2.1,Control y revisión de la provisión de servicios del proveedor,47
134,[A.19],Divulgación de información,2,8.1.4,Devolución de activos,1
135,[A.7],Uso no previsto,4,15.2.1,Control y revisión de la provisión de servicios del proveedor,14
135,[A.7],Uso no previsto,4,6.1.3,Contacto con las autoridades,14
136,[E.21],Errores de mantenimiento / actualización de programas (software),1,9.4.3,Sistema de gestión de contraseñas,0
137,[A.18],Destrucción de información,1,7.2.1,Responsabilidades de gestión,30
138,[E.21],Errores de mantenimiento / actualización de programas (software),1,10.1.1,Política de uso de los controles criptográficos,37
139,[A.9],[Re-]encaminamiento de mensajes,1,13.1.3,Segregación de las redes,7
140,[E.9],Errores de [re-]encaminamiento,3,16.1.3,Notificación de puntos débiles de la seguridad,47
141,[E.9],Errores de [re-]encaminamiento,1,9.4.4,Uso de utilidades con privilegios del sistema,30
142,[A.4],Manipulación de la configuración,3,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,20
143,[A.10],Alteración de secuencia,0,6.1.3,Contacto con las autoridades,18
144,[E.15],Alteración accidental de la información,1,13.1.1,Controles de red,26
145,[A.14],Interceptación de información (escucha),3,8.1.2,Propiedad de los activos,11
146,[E.2],Errores del administrador,3,8.1.3,Uso aceptable de los activos,9
147,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,11.2.4,Mantenimiento de los equipos,45
147,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,9.2.2,Provisión de acceso de usuario,45
148,[E.28],Indisponibilidad del personal,0,13.2.4,Acuerdos de confidencialidad o no revelación,44
149,[I.10],Degradación de los soportes de almacenamiento de la información,4,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,40
149,[I.10],Degradación de los soportes de almacenamiento de la información,4,18.1.5,Regulación de los controles criptográficos,40
150,[E.3],Errores de monitorización (log),3,11.1.3,Seguridad de oficinas, despachos y recursos,8
150,[E.3],Errores de monitorización (log),3,11.2.3,Seguridad del cableado,8
151,[A.27],Ocupación enemiga,4,18.1.5,Regulación de los controles criptográficos,8
152,[A.29],Extorsión,3,8.1.1,Inventario de activos,41
152,[A.29],Extorsión,3,13.1.1,Controles de red,41
153,[E.7],Deficiencias en la organización,0,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,34
154,[E.1],Errores de los usuarios,3,13.2.4,Acuerdos de confidencialidad o no revelación,34
155,[E.19],Fugas de información,3,15.2.1,Control y revisión de la provisión de servicios del proveedor,11
156,[E.15],Alteración accidental de la información,3,14.3.1,Protección de los datos de prueba,25
157,[A.7],Uso no previsto,3,12.1.3,Gestión de capacidades,14
158,[E.25],Pérdida de equipos,4,13.1.1,Controles de red,47
158,[E.25],Pérdida de equipos,4,9.4.5,Control de acceso al código fuente de los programas,47
159,[E.10],Errores de secuencia,0,8.3.1,Gestión de soportes extraíbles,44
160,[E.4],Errores de configuración,3,12.7.1,Controles de auditoría de sistemas de información,25
160,[E.4],Errores de configuración,3,12.2.2,Controles contra el código descargado en el cliente,25
161,[A.15],Modificación deliberada de la información,1,12.6.2,Restricción en la instalación de software,39
162,[A.3],Manipulación de los registros de actividad (log),0,12.6.2,Restricción en la instalación de software,6
163,[E.20],Vulnerabilidades de los programas (software),2,7.2.1,Responsabilidades de gestión,42
164,[E.20],Vulnerabilidades de los programas (software),0,13.1.3,Segregación de las redes,40
165,[A.15],Modificación deliberada de la información,4,9.2.6,Retirada o reasignación de los derechos de acceso,32
166,[E.3],Errores de monitorización (log),2,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,35
166,[E.3],Errores de monitorización (log),2,18.2.2,Cumplimiento de las políticas y normas de seguridad,35
167,[E.28],Indisponibilidad del personal,0,18.1.5,Regulación de los controles criptográficos,45
168,[E.4],Errores de configuración,4,8.1.2,Propiedad de los activos,42
168,[E.4],Errores de configuración,4,9.4.3,Sistema de gestión de contraseñas,42
169,[E.10],Errores de secuencia,2,11.1.1,Perímetro de seguridad física,6
170,[E.25],Pérdida de equipos,0,14.2.6,Entorno de desarrollo seguro,27
170,[E.25],Pérdida de equipos,0,16.1.2,Notificación de los eventos de seguridad de la información,27
171,[A.10],Alteración de secuencia,3,14.1.1,Análisis y especificación de los requisitos de seguridad,39
172,[E.25],Pérdida de equipos,3,12.4.1,Registro de eventos,17
173,[E.4],Errores de configuración,2,7.1.1,Investigación de antecedentes,12
174,[A.6],Abuso de privilegios de acceso,4,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,40
174,[A.6],Abuso de privilegios de acceso,4,8.2.3,Manipulado de la información,40
175,[A.22],Manipulación de programas,1,18.2.2,Cumplimiento de las políticas y normas de seguridad,9
176,[A.5],Suplantación de la identidad del usuario,2,14.2.4,Restricciones a los cambios en los paquetes de software,10
177,[A.29],Extorsión,2,6.2.2,Teletrabajo,14
178,[A.15],Modificación deliberada de la información,1,11.2.4,Mantenimiento de los equipos,30
179,[A.10],Alteración de secuencia,4,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,40
180,[A.11],Acceso no autorizado,4,11.2.7,Reutilización o eliminación segura de equipos,23
181,[I.10],Degradación de los soportes de almacenamiento de la información,1,16.1.3,Notificación de puntos débiles de la seguridad,21
181,[I.10],Degradación de los soportes de almacenamiento de la información,1,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,21
182,[A.11],Acceso no autorizado,1,8.1.2,Propiedad de los activos,40
183,[E.7],Deficiencias en la organización,4,9.2.2,Provisión de acceso de usuario,26
184,[A.12],Análisis de tráfico,2,7.2.1,Responsabilidades de gestión,10
185,[A.25],Robo,4,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,31
186,[E.7],Deficiencias en la organización,3,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,32
187,[A.12],Análisis de tráfico,2,14.2.6,Entorno de desarrollo seguro,2
188,[I.10],Degradación de los soportes de almacenamiento de la información,4,18.1.4,Protección y privacidad de la información de carácter personal,1
189,[E.20],Vulnerabilidades de los programas (software),3,11.2.4,Mantenimiento de los equipos,43
190,[E.25],Pérdida de equipos,1,17.1.1,Planificación de la continuidad de la seguridad de la información,33
191,[E.9],Errores de [re-]encaminamiento,3,6.2.1,Política de dispositivos móviles,20
192,[A.12],Análisis de tráfico,0,7.2.1,Responsabilidades de gestión,4
193,[A.7],Uso no previsto,1,5.1.2,Revisión de la política de seguridad de la información,36
194,[E.21],Errores de mantenimiento / actualización de programas (software),3,13.2.4,Acuerdos de confidencialidad o no revelación,8
195,[A.7],Uso no previsto,4,6.1.1,Roles y responsabilidades en seguridad de la información,28
196,[E.15],Alteración accidental de la información,0,11.1.5,El trabajo en áreas seguras,12
196,[E.15],Alteración accidental de la información,0,13.2.4,Acuerdos de confidencialidad o no revelación,12
197,[E.4],Errores de configuración,2,10.1.2,Gestión de claves,41
198,[A.14],Interceptación de información (escucha),0,11.2.4,Mantenimiento de los equipos,37
199,[A.13],Repudio,4,16.1.2,Notificación de los eventos de seguridad de la información,9
200,[E.9],Errores de [re-]encaminamiento,0,8.2.1,Clasificación de la información,36
200,[E.9],Errores de [re-]encaminamiento,0,13.1.2,Seguridad de los servicios de red,36
201,[E.10],Errores de secuencia,0,16.1.6,Aprendizaje de los incidentes de seguridad de la información,37
202,[A.7],Uso no previsto,0,16.1.3,Notificación de puntos débiles de la seguridad,36
202,[A.7],Uso no previsto,0,6.1.5,Seguridad de la información en la gestión de proyectos,36
203,[A.7],Uso no previsto,1,9.2.4,Gestión de la información secreta de autenticación de los usuarios,17
203,[A.7],Uso no previsto,1,6.2.2,Teletrabajo,17
204,[E.10],Errores de secuencia,4,7.1.2,Términos y condiciones del empleo,12
204,[E.10],Errores de secuencia,4,11.1.1,Perímetro de seguridad física,12
205,[A.11],Acceso no autorizado,3,17.1.2,Implementar la continuidad de la seguridad de la información,35
206,[E.10],Errores de secuencia,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,16
207,[A.3],Manipulación de los registros de actividad (log),0,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,2
208,[A.30],Ingeniería social (picaresca),3,12.1.1,Documentación de los procedimientos de operación,40
208,[A.30],Ingeniería social (picaresca),3,9.4.2,Procedimientos seguros de inicio de sesión,40
209,[E.20],Vulnerabilidades de los programas (software),0,11.2.3,Seguridad del cableado,24
210,[A.15],Modificación deliberada de la información,3,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,28
211,[A.28],Indisponibilidad del personal,3,8.3.3,Soportes físicos en tránsito,4
211,[A.28],Indisponibilidad del personal,3,14.2.8,Pruebas funcionales de seguridad de sistemas,4
212,[A.3],Manipulación de los registros de actividad (log),1,18.1.4,Protección y privacidad de la información de carácter personal,10
212,[A.3],Manipulación de los registros de actividad (log),1,5.1.2,Revisión de la política de seguridad de la información,10
213,[A.9],[Re-]encaminamiento de mensajes,4,12.2.2,Controles contra el código descargado en el cliente,25
214,[E.19],Fugas de información,1,14.2.4,Restricciones a los cambios en los paquetes de software,2
214,[E.19],Fugas de información,1,14.1.3,Protección de las transacciones de servicios de aplicaciones,2
215,[A.24],Denegación de servicio,2,18.2.3,Comprobación del cumplimiento técnico,23
215,[A.24],Denegación de servicio,2,5.1.2,Revisión de la política de seguridad de la información,23
216,[A.6],Abuso de privilegios de acceso,0,11.1.1,Perímetro de seguridad física,7
217,[A.10],Alteración de secuencia,4,9.4.2,Procedimientos seguros de inicio de sesión,5
218,[E.18],Destrucción de información,4,16.1.7,Recopilación de evidencias,45
218,[E.18],Destrucción de información,4,11.1.6,Áreas de carga y descarga,45
219,[A.25],Robo,3,9.3.1,Uso de la información secreta de autenticación,25
219,[A.25],Robo,3,12.2.1,Controles contra el código malicioso,25
220,[E.24],Caída del sistema por agotamiento de recursos,0,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,40
220,[E.24],Caída del sistema por agotamiento de recursos,0,11.2.6,Seguridad de los equipos fuera de las instalaciones,40
221,[E.18],Destrucción de información,1,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,20
221,[E.18],Destrucción de información,1,9.2.5,Revisión de los derechos de acceso de usuario,20
222,[A.7],Uso no previsto,3,9.4.4,Uso de utilidades con privilegios del sistema,3
223,[E.19],Fugas de información,2,6.2.1,Política de dispositivos móviles,21
224,[A.22],Manipulación de programas,2,13.1.3,Segregación de las redes,31
224,[A.22],Manipulación de programas,2,18.1.2,Derechos de propiedad intelectual (IPR),31
225,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,6.2.1,Política de dispositivos móviles,15
225,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,12.2.1,Controles contra el código malicioso,15
226,[A.19],Divulgación de información,4,5.1.2,Revisión de la política de seguridad de la información,19
226,[A.19],Divulgación de información,4,9.2.6,Retirada o reasignación de los derechos de acceso,19
227,[E.24],Caída del sistema por agotamiento de recursos,3,14.2.8,Pruebas funcionales de seguridad de sistemas,28
227,[E.24],Caída del sistema por agotamiento de recursos,3,5.1.2,Revisión de la política de seguridad de la información,28
228,[A.8],Difusión de software dañino,1,6.1.1,Roles y responsabilidades en seguridad de la información,30
229,[A.19],Divulgación de información,4,12.7.1,Controles de auditoría de sistemas de información,43
230,[E.1],Errores de los usuarios,2,9.2.5,Revisión de los derechos de acceso de usuario,15
231,[E.7],Deficiencias en la organización,4,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,46
232,[A.5],Suplantación de la identidad del usuario,1,13.1.3,Segregación de las redes,38
233,[A.11],Acceso no autorizado,4,11.2.2,Instalaciones de suministro,29
234,[E.10],Errores de secuencia,1,7.1.2,Términos y condiciones del empleo,18
235,[A.27],Ocupación enemiga,2,14.1.1,Análisis y especificación de los requisitos de seguridad,27
236,[A.23],Manipulación de los equipos,1,18.2.1,Revisión independiente de la seguridad de la información,40
237,[A.19],Divulgación de información,4,16.1.6,Aprendizaje de los incidentes de seguridad de la información,14
237,[A.19],Divulgación de información,4,12.4.4,Sincronización del reloj,14
238,[E.24],Caída del sistema por agotamiento de recursos,0,18.2.1,Revisión independiente de la seguridad de la información,10
239,[A.4],Manipulación de la configuración,4,13.2.1,Políticas y procedimientos de intercambio de información,23
240,[A.19],Divulgación de información,4,11.2.6,Seguridad de los equipos fuera de las instalaciones,45
241,[A.14],Interceptación de información (escucha),0,14.2.5,Principios de ingeniería de sistemas seguros,31
242,[A.5],Suplantación de la identidad del usuario,2,9.2.2,Provisión de acceso de usuario,14
243,[A.27],Ocupación enemiga,4,10.1.2,Gestión de claves,11
244,[E.9],Errores de [re-]encaminamiento,2,11.1.1,Perímetro de seguridad física,7
245,[E.4],Errores de configuración,0,10.1.2,Gestión de claves,33
246,[A.10],Alteración de secuencia,3,17.1.2,Implementar la continuidad de la seguridad de la información,34
246,[A.10],Alteración de secuencia,3,6.1.1,Roles y responsabilidades en seguridad de la información,34
247,[A.25],Robo,0,13.2.4,Acuerdos de confidencialidad o no revelación,35
248,[A.28],Indisponibilidad del personal,2,13.1.1,Controles de red,47
249,[A.8],Difusión de software dañino,1,16.1.7,Recopilación de evidencias,14
250,[E.18],Destrucción de información,1,18.1.5,Regulación de los controles criptográficos,39
250,[E.18],Destrucción de información,1,9.1.2,Acceso a las redes y a los servicios de red,39
251,[E.9],Errores de [re-]encaminamiento,2,9.2.2,Provisión de acceso de usuario,35
252,[E.19],Fugas de información,3,8.2.3,Manipulado de la información,34
253,[A.8],Difusión de software dañino,0,5.1.2,Revisión de la política de seguridad de la información,0
254,[E.4],Errores de configuración,4,11.2.5,Retirada de materiales propiedad de la empresa,26
255,[A.30],Ingeniería social (picaresca),0,9.2.6,Retirada o reasignación de los derechos de acceso,27
256,[A.5],Suplantación de la identidad del usuario,3,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,7
257,[A.4],Manipulación de la configuración,1,14.1.1,Análisis y especificación de los requisitos de seguridad,15
258,[E.28],Indisponibilidad del personal,0,18.2.2,Cumplimiento de las políticas y normas de seguridad,42
259,[A.22],Manipulación de programas,2,13.1.1,Controles de red,28
260,[E.9],Errores de [re-]encaminamiento,0,6.1.1,Roles y responsabilidades en seguridad de la información,1
261,[E.3],Errores de monitorización (log),0,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,40
262,[E.1],Errores de los usuarios,4,12.2.1,Controles contra el código malicioso,25
263,[A.13],Repudio,4,6.1.2,Segregación de tareas,42
