35,[A.5],Suplantación de la identidad del usuario,1,11.1.1,Perímetro de seguridad física,11
36,[A.8],Difusión de software dañino,0,12.1.4,Separación de los recursos de desarrollo, prueba y operación,1
37,[A.4],Manipulación de la configuración,2,12.2.2,Controles contra el código descargado en el cliente,43
38,[A.28],Indisponibilidad del personal,2,12.1.1,Documentación de los procedimientos de operación,20
38,[A.28],Indisponibilidad del personal,2,9.2.2,Provisión de acceso de usuario,20
39,[A.18],Destrucción de información,2,16.1.7,Recopilación de evidencias,22
40,[A.9],[Re-]encaminamiento de mensajes,0,11.2.2,Instalaciones de suministro,44
41,[E.9],Errores de [re-]encaminamiento,3,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,11
41,[E.9],Errores de [re-]encaminamiento,3,14.2.1,Política de desarrollo seguro,11
42,[A.5],Suplantación de la identidad del usuario,0,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,22
43,[E.3],Errores de monitorización (log),1,17.1.2,Implementar la continuidad de la seguridad de la información,9
44,[A.19],Divulgación de información,2,8.1.2,Propiedad de los activos,25
45,[E.1],Errores de los usuarios,4,13.2.2,Acuerdos de intercambio de información,24
46,[A.6],Abuso de privilegios de acceso,3,18.2.2,Cumplimiento de las políticas y normas de seguridad,11
47,[A.9],[Re-]encaminamiento de mensajes,4,16.1.6,Aprendizaje de los incidentes de seguridad de la información,43
48,[A.22],Manipulación de programas,0,6.1.4,Contacto con grupos de especial interés,47
49,[A.23],Manipulación de los equipos,0,9.4.3,Sistema de gestión de contraseñas,9
49,[A.23],Manipulación de los equipos,0,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,9
50,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,8.1.4,Devolución de activos,36
51,[A.26],Ataque destructivo,2,11.1.6,Áreas de carga y descarga,15
51,[A.26],Ataque destructivo,2,13.2.1,Políticas y procedimientos de intercambio de información,15
52,[E.18],Destrucción de información,0,12.6.1,Gestión de las vulnerabilidades técnicas,39
53,[E.4],Errores de configuración,1,12.6.2,Restricción en la instalación de software,2
54,[A.13],Repudio,1,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,36
54,[A.13],Repudio,1,11.1.3,Seguridad de oficinas, despachos y recursos,36
55,[E.15],Alteración accidental de la información,2,7.1.1,Investigación de antecedentes,45
56,[A.5],Suplantación de la identidad del usuario,1,7.2.3,Proceso disciplinario,16
57,[A.4],Manipulación de la configuración,4,18.2.1,Revisión independiente de la seguridad de la información,27
58,[A.25],Robo,3,9.1.2,Acceso a las redes y a los servicios de red,18
59,[E.19],Fugas de información,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,10
60,[A.25],Robo,0,18.1.3,Protección de los registros de la organización,5
61,[E.2],Errores del administrador,2,9.4.3,Sistema de gestión de contraseñas,0
61,[E.2],Errores del administrador,2,13.1.2,Seguridad de los servicios de red,0
62,[A.22],Manipulación de programas,2,14.2.4,Restricciones a los cambios en los paquetes de software,16
63,[E.18],Destrucción de información,1,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,39
64,[E.28],Indisponibilidad del personal,4,9.4.1,Restricción del acceso a la información,21
65,[E.28],Indisponibilidad del personal,2,7.2.1,Responsabilidades de gestión,33
66,[A.7],Uso no previsto,0,5.1.2,Revisión de la política de seguridad de la información,10
67,[A.15],Modificación deliberada de la información,4,14.2.1,Política de desarrollo seguro,31
68,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,9.2.4,Gestión de la información secreta de autenticación de los usuarios,22
69,[A.15],Modificación deliberada de la información,3,12.2.1,Controles contra el código malicioso,4
70,[A.10],Alteración de secuencia,3,9.1.2,Acceso a las redes y a los servicios de red,45
70,[A.10],Alteración de secuencia,3,16.1.3,Notificación de puntos débiles de la seguridad,45
71,[E.7],Deficiencias en la organización,4,11.1.2,Controles físicos de entrada,33
71,[E.7],Deficiencias en la organización,4,14.2.8,Pruebas funcionales de seguridad de sistemas,33
72,[A.24],Denegación de servicio,0,7.1.3,Términos y condiciones de contratación,34
73,[E.20],Vulnerabilidades de los programas (software),2,17.1.1,Planificación de la continuidad de la seguridad de la información,11
74,[E.4],Errores de configuración,4,11.1.3,Seguridad de oficinas, despachos y recursos,15
75,[E.28],Indisponibilidad del personal,0,14.2.6,Entorno de desarrollo seguro,25
75,[E.28],Indisponibilidad del personal,0,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,25
76,[A.12],Análisis de tráfico,0,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,29
77,[E.19],Fugas de información,1,9.2.1,Registro y baja de usuario,23
77,[E.19],Fugas de información,1,8.3.3,Soportes físicos en tránsito,23
78,[A.15],Modificación deliberada de la información,3,11.1.3,Seguridad de oficinas, despachos y recursos,11
78,[A.15],Modificación deliberada de la información,3,10.1.2,Gestión de claves,11
79,[A.12],Análisis de tráfico,2,14.1.1,Análisis y especificación de los requisitos de seguridad,40
79,[A.12],Análisis de tráfico,2,15.2.1,Control y revisión de la provisión de servicios del proveedor,40
80,[E.10],Errores de secuencia,3,12.1.3,Gestión de capacidades,7
81,[A.22],Manipulación de programas,4,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,10
82,[E.7],Deficiencias en la organización,2,18.1.5,Regulación de los controles criptográficos,23
83,[A.15],Modificación deliberada de la información,0,14.1.1,Análisis y especificación de los requisitos de seguridad,38
83,[A.15],Modificación deliberada de la información,0,17.1.1,Planificación de la continuidad de la seguridad de la información,38
84,[A.15],Modificación deliberada de la información,2,12.5.1,Instalación del software en explotación,29
85,[A.3],Manipulación de los registros de actividad (log),1,10.1.2,Gestión de claves,8
86,[A.10],Alteración de secuencia,2,11.1.2,Controles físicos de entrada,22
86,[A.10],Alteración de secuencia,2,11.2.8,Equipo de usuario desatendido,22
87,[E.4],Errores de configuración,2,9.4.4,Uso de utilidades con privilegios del sistema,38
87,[E.4],Errores de configuración,2,9.4.5,Control de acceso al código fuente de los programas,38
88,[E.28],Indisponibilidad del personal,2,8.1.1,Inventario de activos,45
88,[E.28],Indisponibilidad del personal,2,16.1.7,Recopilación de evidencias,45
89,[A.29],Extorsión,3,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,16
89,[A.29],Extorsión,3,9.2.5,Revisión de los derechos de acceso de usuario,16
90,[A.9],[Re-]encaminamiento de mensajes,4,12.1.2,Gestión de cambios,10
90,[A.9],[Re-]encaminamiento de mensajes,4,9.1.2,Acceso a las redes y a los servicios de red,10
91,[A.6],Abuso de privilegios de acceso,4,8.3.2,Eliminación de soportes,22
92,[A.24],Denegación de servicio,4,14.2.5,Principios de ingeniería de sistemas seguros,1
93,[E.20],Vulnerabilidades de los programas (software),3,8.1.4,Devolución de activos,24
94,[E.20],Vulnerabilidades de los programas (software),1,14.2.1,Política de desarrollo seguro,35
95,[A.13],Repudio,2,16.1.1,Responsabilidades y procedimientos,22
96,[A.23],Manipulación de los equipos,0,12.2.2,Controles contra el código descargado en el cliente,19
97,[A.23],Manipulación de los equipos,2,11.1.6,Áreas de carga y descarga,12
97,[A.23],Manipulación de los equipos,2,9.2.4,Gestión de la información secreta de autenticación de los usuarios,12
98,[E.18],Destrucción de información,0,15.1.2,Tratamiento de la seguridad en contratos con terceros,20
99,[A.19],Divulgación de información,1,13.2.1,Políticas y procedimientos de intercambio de información,26
99,[A.19],Divulgación de información,1,12.5.1,Instalación del software en explotación,26
100,[E.20],Vulnerabilidades de los programas (software),0,18.2.1,Revisión independiente de la seguridad de la información,32
101,[A.11],Acceso no autorizado,3,11.2.3,Seguridad del cableado,46
102,[A.28],Indisponibilidad del personal,0,12.1.3,Gestión de capacidades,16
103,[A.27],Ocupación enemiga,4,12.6.2,Restricción en la instalación de software,29
104,[E.4],Errores de configuración,4,14.3.1,Protección de los datos de prueba,0
105,[E.3],Errores de monitorización (log),2,8.1.3,Uso aceptable de los activos,2
106,[A.3],Manipulación de los registros de actividad (log),0,9.4.4,Uso de utilidades con privilegios del sistema,42
106,[A.3],Manipulación de los registros de actividad (log),0,7.2.1,Responsabilidades de gestión,42
107,[A.24],Denegación de servicio,4,6.1.1,Roles y responsabilidades en seguridad de la información,42
107,[A.24],Denegación de servicio,4,16.1.1,Responsabilidades y procedimientos,42
108,[E.9],Errores de [re-]encaminamiento,3,13.2.1,Políticas y procedimientos de intercambio de información,20
109,[E.3],Errores de monitorización (log),3,12.1.4,Separación de los recursos de desarrollo, prueba y operación,5
110,[E.8],Difusión de software dañino,1,12.4.1,Registro de eventos,2
110,[E.8],Difusión de software dañino,1,8.1.2,Propiedad de los activos,2
111,[A.3],Manipulación de los registros de actividad (log),0,9.4.2,Procedimientos seguros de inicio de sesión,14
112,[A.13],Repudio,4,8.2.3,Manipulado de la información,26
113,[A.23],Manipulación de los equipos,1,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,25
114,[A.11],Acceso no autorizado,1,12.3.1,Copias de seguridad de la información,18
115,[E.20],Vulnerabilidades de los programas (software),2,9.2.4,Gestión de la información secreta de autenticación de los usuarios,24
116,[A.15],Modificación deliberada de la información,2,12.2.1,Controles contra el código malicioso,44
117,[A.14],Interceptación de información (escucha),4,8.1.2,Propiedad de los activos,26
118,[A.5],Suplantación de la identidad del usuario,1,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,34
119,[A.15],Modificación deliberada de la información,1,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,8
119,[A.15],Modificación deliberada de la información,1,9.3.1,Uso de la información secreta de autenticación,8
120,[E.21],Errores de mantenimiento / actualización de programas (software),4,11.1.2,Controles físicos de entrada,4
121,[A.14],Interceptación de información (escucha),3,8.3.1,Gestión de soportes extraíbles,3
121,[A.14],Interceptación de información (escucha),3,11.1.4,Protección contra las amenazas externas y ambientales,3
122,[A.30],Ingeniería social (picaresca),0,9.1.2,Acceso a las redes y a los servicios de red,15
122,[A.30],Ingeniería social (picaresca),0,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,15
123,[E.19],Fugas de información,3,8.1.2,Propiedad de los activos,0
124,[E.2],Errores del administrador,3,7.2.2,Concienciación, educación y capacitación en seguridad de la información,7
125,[A.29],Extorsión,3,12.4.3,Registros de administración y operación,20
125,[A.29],Extorsión,3,13.2.2,Acuerdos de intercambio de información,20
126,[E.4],Errores de configuración,2,12.4.4,Sincronización del reloj,30
127,[A.26],Ataque destructivo,4,7.2.1,Responsabilidades de gestión,44
127,[A.26],Ataque destructivo,4,9.1.2,Acceso a las redes y a los servicios de red,44
128,[A.6],Abuso de privilegios de acceso,2,18.2.2,Cumplimiento de las políticas y normas de seguridad,42
129,[A.5],Suplantación de la identidad del usuario,0,12.1.3,Gestión de capacidades,35
130,[A.5],Suplantación de la identidad del usuario,4,12.1.1,Documentación de los procedimientos de operación,10
130,[A.5],Suplantación de la identidad del usuario,4,10.1.2,Gestión de claves,10
131,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,6.1.4,Contacto con grupos de especial interés,47
132,[A.3],Manipulación de los registros de actividad (log),0,6.2.1,Política de dispositivos móviles,27
133,[A.12],Análisis de tráfico,1,12.4.1,Registro de eventos,13
134,[E.25],Pérdida de equipos,4,14.2.6,Entorno de desarrollo seguro,15
135,[E.7],Deficiencias en la organización,3,7.1.1,Investigación de antecedentes,8
136,[E.10],Errores de secuencia,1,9.4.5,Control de acceso al código fuente de los programas,15
137,[A.18],Destrucción de información,3,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,12
138,[E.8],Difusión de software dañino,4,9.2.5,Revisión de los derechos de acceso de usuario,24
139,[E.2],Errores del administrador,1,6.1.3,Contacto con las autoridades,11
139,[E.2],Errores del administrador,1,9.2.6,Retirada o reasignación de los derechos de acceso,11
140,[E.18],Destrucción de información,2,14.2.6,Entorno de desarrollo seguro,14
141,[A.26],Ataque destructivo,2,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,14
142,[A.26],Ataque destructivo,0,18.2.1,Revisión independiente de la seguridad de la información,40
143,[A.4],Manipulación de la configuración,1,18.2.3,Comprobación del cumplimiento técnico,15
144,[E.28],Indisponibilidad del personal,0,11.2.2,Instalaciones de suministro,13
145,[E.2],Errores del administrador,0,8.2.2,Etiquetado de la información,28
146,[A.18],Destrucción de información,0,11.1.6,Áreas de carga y descarga,46
146,[A.18],Destrucción de información,0,14.1.1,Análisis y especificación de los requisitos de seguridad,46
147,[A.14],Interceptación de información (escucha),1,14.2.5,Principios de ingeniería de sistemas seguros,37
147,[A.14],Interceptación de información (escucha),1,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,37
148,[E.21],Errores de mantenimiento / actualización de programas (software),1,10.1.1,Política de uso de los controles criptográficos,9
148,[E.21],Errores de mantenimiento / actualización de programas (software),1,12.5.1,Instalación del software en explotación,9
149,[E.4],Errores de configuración,2,12.5.1,Instalación del software en explotación,37
150,[A.12],Análisis de tráfico,1,9.2.1,Registro y baja de usuario,20
151,[A.6],Abuso de privilegios de acceso,4,13.2.1,Políticas y procedimientos de intercambio de información,29
152,[A.24],Denegación de servicio,1,14.2.1,Política de desarrollo seguro,34
153,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,9.2.2,Provisión de acceso de usuario,30
153,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,30
154,[E.10],Errores de secuencia,4,8.3.1,Gestión de soportes extraíbles,13
154,[E.10],Errores de secuencia,4,11.2.3,Seguridad del cableado,13
155,[A.13],Repudio,3,14.2.3,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,26
156,[A.25],Robo,2,12.3.1,Copias de seguridad de la información,36
157,[E.19],Fugas de información,0,11.1.5,El trabajo en áreas seguras,27
158,[A.4],Manipulación de la configuración,1,13.1.3,Segregación de las redes,10
159,[E.24],Caída del sistema por agotamiento de recursos,0,18.1.5,Regulación de los controles criptográficos,29
159,[E.24],Caída del sistema por agotamiento de recursos,0,5.1.1,Políticas para la seguridad de la información,29
160,[A.4],Manipulación de la configuración,1,13.2.2,Acuerdos de intercambio de información,16
161,[A.7],Uso no previsto,1,11.2.7,Reutilización o eliminación segura de equipos,15
162,[A.12],Análisis de tráfico,0,7.1.3,Términos y condiciones de contratación,45
163,[E.10],Errores de secuencia,4,9.1.2,Acceso a las redes y a los servicios de red,42
163,[E.10],Errores de secuencia,4,14.2.6,Entorno de desarrollo seguro,42
164,[A.6],Abuso de privilegios de acceso,1,14.2.6,Entorno de desarrollo seguro,29
165,[A.14],Interceptación de información (escucha),3,12.1.4,Separación de los recursos de desarrollo, prueba y operación,10
166,[E.21],Errores de mantenimiento / actualización de programas (software),2,14.2.4,Restricciones a los cambios en los paquetes de software,17
167,[E.2],Errores del administrador,2,18.1.3,Protección de los registros de la organización,12
167,[E.2],Errores del administrador,2,9.1.2,Acceso a las redes y a los servicios de red,12
168,[A.22],Manipulación de programas,2,12.1.4,Separación de los recursos de desarrollo, prueba y operación,27
169,[A.13],Repudio,4,12.6.1,Gestión de las vulnerabilidades técnicas,29
169,[A.13],Repudio,4,11.2.5,Retirada de materiales propiedad de la empresa,29
170,[A.18],Destrucción de información,1,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,20
171,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,14.2.7,Externalización del desarrollo de software,10
172,[E.24],Caída del sistema por agotamiento de recursos,1,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,21
173,[A.12],Análisis de tráfico,3,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,5
174,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,12.4.3,Registros de administración y operación,6
175,[A.10],Alteración de secuencia,0,12.3.1,Copias de seguridad de la información,41
176,[A.30],Ingeniería social (picaresca),3,11.2.1,Emplazamiento y protección de equipos,32
177,[E.9],Errores de [re-]encaminamiento,4,12.1.1,Documentación de los procedimientos de operación,43
178,[A.11],Acceso no autorizado,0,18.1.4,Protección y privacidad de la información de carácter personal,32
179,[E.15],Alteración accidental de la información,1,6.1.5,Seguridad de la información en la gestión de proyectos,31
180,[A.13],Repudio,4,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,25
181,[E.3],Errores de monitorización (log),0,15.1.2,Tratamiento de la seguridad en contratos con terceros,23
181,[E.3],Errores de monitorización (log),0,6.2.1,Política de dispositivos móviles,23
182,[A.4],Manipulación de la configuración,2,6.2.1,Política de dispositivos móviles,6
182,[A.4],Manipulación de la configuración,2,8.3.3,Soportes físicos en tránsito,6
183,[A.18],Destrucción de información,4,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,47
183,[A.18],Destrucción de información,4,12.1.2,Gestión de cambios,47
184,[E.18],Destrucción de información,3,11.1.2,Controles físicos de entrada,38
184,[E.18],Destrucción de información,3,10.1.1,Política de uso de los controles criptográficos,38
185,[A.12],Análisis de tráfico,0,18.1.4,Protección y privacidad de la información de carácter personal,28
186,[A.10],Alteración de secuencia,0,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,17
187,[A.11],Acceso no autorizado,2,14.2.7,Externalización del desarrollo de software,22
188,[A.10],Alteración de secuencia,0,11.2.4,Mantenimiento de los equipos,4
188,[A.10],Alteración de secuencia,0,8.1.1,Inventario de activos,4
189,[A.8],Difusión de software dañino,2,12.1.4,Separación de los recursos de desarrollo, prueba y operación,4
190,[A.28],Indisponibilidad del personal,0,12.1.4,Separación de los recursos de desarrollo, prueba y operación,11
191,[A.24],Denegación de servicio,0,7.1.3,Términos y condiciones de contratación,37
192,[I.10],Degradación de los soportes de almacenamiento de la información,0,8.3.1,Gestión de soportes extraíbles,40
193,[A.23],Manipulación de los equipos,3,9.4.2,Procedimientos seguros de inicio de sesión,13
194,[I.10],Degradación de los soportes de almacenamiento de la información,0,9.1.1,Política de control de acceso,2
195,[E.1],Errores de los usuarios,0,12.1.3,Gestión de capacidades,43
195,[E.1],Errores de los usuarios,0,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,43
196,[A.3],Manipulación de los registros de actividad (log),0,8.3.3,Soportes físicos en tránsito,2
197,[E.21],Errores de mantenimiento / actualización de programas (software),2,18.1.4,Protección y privacidad de la información de carácter personal,8
198,[A.12],Análisis de tráfico,3,16.1.1,Responsabilidades y procedimientos,36
198,[A.12],Análisis de tráfico,3,9.2.2,Provisión de acceso de usuario,36
199,[A.3],Manipulación de los registros de actividad (log),0,18.2.3,Comprobación del cumplimiento técnico,1
200,[A.12],Análisis de tráfico,3,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,29
201,[A.24],Denegación de servicio,2,6.2.2,Teletrabajo,4
201,[A.24],Denegación de servicio,2,9.4.4,Uso de utilidades con privilegios del sistema,4
202,[A.27],Ocupación enemiga,0,8.3.1,Gestión de soportes extraíbles,6
203,[A.5],Suplantación de la identidad del usuario,4,11.2.8,Equipo de usuario desatendido,9
204,[A.13],Repudio,3,9.2.6,Retirada o reasignación de los derechos de acceso,23
204,[A.13],Repudio,3,12.4.2,Protección de la información de registros,23
205,[A.30],Ingeniería social (picaresca),2,18.2.2,Cumplimiento de las políticas y normas de seguridad,33
206,[A.19],Divulgación de información,1,11.1.5,El trabajo en áreas seguras,25
207,[E.2],Errores del administrador,2,14.2.8,Pruebas funcionales de seguridad de sistemas,18
207,[E.2],Errores del administrador,2,9.2.5,Revisión de los derechos de acceso de usuario,18
208,[A.15],Modificación deliberada de la información,2,7.2.1,Responsabilidades de gestión,16
208,[A.15],Modificación deliberada de la información,2,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,16
209,[A.28],Indisponibilidad del personal,2,16.1.1,Responsabilidades y procedimientos,17
210,[A.10],Alteración de secuencia,2,7.1.1,Investigación de antecedentes,0
211,[A.15],Modificación deliberada de la información,0,8.1.2,Propiedad de los activos,7
212,[A.12],Análisis de tráfico,0,6.2.2,Teletrabajo,26
212,[A.12],Análisis de tráfico,0,7.1.2,Términos y condiciones del empleo,26
213,[E.15],Alteración accidental de la información,1,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,0
214,[A.24],Denegación de servicio,2,12.4.2,Protección de la información de registros,8
215,[E.18],Destrucción de información,3,12.4.4,Sincronización del reloj,47
216,[A.13],Repudio,4,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,40
217,[A.22],Manipulación de programas,0,9.2.1,Registro y baja de usuario,2
218,[E.2],Errores del administrador,2,12.7.1,Controles de auditoría de sistemas de información,29
219,[A.30],Ingeniería social (picaresca),1,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,2
220,[A.26],Ataque destructivo,0,11.1.5,El trabajo en áreas seguras,13
220,[A.26],Ataque destructivo,0,6.1.1,Roles y responsabilidades en seguridad de la información,13
221,[E.10],Errores de secuencia,1,12.4.2,Protección de la información de registros,32
222,[A.9],[Re-]encaminamiento de mensajes,2,8.3.1,Gestión de soportes extraíbles,8
223,[A.9],[Re-]encaminamiento de mensajes,0,12.4.3,Registros de administración y operación,31
223,[A.9],[Re-]encaminamiento de mensajes,0,12.2.1,Controles contra el código malicioso,31
224,[E.28],Indisponibilidad del personal,3,13.1.3,Segregación de las redes,24
225,[E.1],Errores de los usuarios,2,11.1.5,El trabajo en áreas seguras,7
226,[I.10],Degradación de los soportes de almacenamiento de la información,3,8.1.1,Inventario de activos,17
227,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,11.1.2,Controles físicos de entrada,8
227,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,9.3.1,Uso de la información secreta de autenticación,8
228,[E.15],Alteración accidental de la información,4,11.2.3,Seguridad del cableado,26
229,[A.5],Suplantación de la identidad del usuario,0,9.4.5,Control de acceso al código fuente de los programas,47
230,[E.19],Fugas de información,2,11.2.6,Seguridad de los equipos fuera de las instalaciones,3
230,[E.19],Fugas de información,2,9.1.2,Acceso a las redes y a los servicios de red,3
231,[A.18],Destrucción de información,1,8.1.3,Uso aceptable de los activos,46
232,[E.4],Errores de configuración,0,13.2.4,Acuerdos de confidencialidad o no revelación,6
233,[A.27],Ocupación enemiga,2,11.2.4,Mantenimiento de los equipos,14
234,[E.8],Difusión de software dañino,2,7.2.2,Concienciación, educación y capacitación en seguridad de la información,25
235,[E.24],Caída del sistema por agotamiento de recursos,0,5.1.1,Políticas para la seguridad de la información,19
235,[E.24],Caída del sistema por agotamiento de recursos,0,12.6.1,Gestión de las vulnerabilidades técnicas,19
236,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,12.3.1,Copias de seguridad de la información,9
236,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,9.4.1,Restricción del acceso a la información,9
237,[A.25],Robo,2,12.4.3,Registros de administración y operación,3
238,[E.24],Caída del sistema por agotamiento de recursos,1,16.1.2,Notificación de los eventos de seguridad de la información,11
238,[E.24],Caída del sistema por agotamiento de recursos,1,12.6.1,Gestión de las vulnerabilidades técnicas,11
239,[E.15],Alteración accidental de la información,4,5.1.1,Políticas para la seguridad de la información,22
240,[E.28],Indisponibilidad del personal,2,11.1.6,Áreas de carga y descarga,43
241,[A.28],Indisponibilidad del personal,1,7.2.1,Responsabilidades de gestión,6
242,[E.19],Fugas de información,3,12.1.2,Gestión de cambios,0
243,[A.9],[Re-]encaminamiento de mensajes,0,15.1.2,Tratamiento de la seguridad en contratos con terceros,14
244,[E.4],Errores de configuración,2,9.2.3,Gestión de privilegios de acceso,7
245,[E.4],Errores de configuración,2,11.2.2,Instalaciones de suministro,20
246,[I.10],Degradación de los soportes de almacenamiento de la información,3,7.1.3,Términos y condiciones de contratación,7
247,[I.10],Degradación de los soportes de almacenamiento de la información,3,9.3.1,Uso de la información secreta de autenticación,47
247,[I.10],Degradación de los soportes de almacenamiento de la información,3,18.2.3,Comprobación del cumplimiento técnico,47
248,[A.13],Repudio,1,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,19
249,[E.21],Errores de mantenimiento / actualización de programas (software),3,5.1.1,Políticas para la seguridad de la información,35
